"ID","event_type","event_item","answer","event_comp","item_id","mean_event_item","sd_event_item"
2457,"implau","Eine zufällig ausgewählte Person in Deutschland geht NICHT mehr als drei Stunden täglich.",35,"neg",9,24.5263157894737,23.6171454463218
2457,"implau","In einem zufällig ausgewählten Jahr wird es in Deutschland im Mai schneien.",15,"pos",1,12.0789473684211,10.6501657871815
2457,"implau","An einem zufällig ausgewählten Tag wird die Sonnenscheindauer für ganz Deutschland NICHT unter 2 Stunden liegen.",40,"neg",2,34.2105263157895,28.8576730109584
2457,"implau","Eine zufällig ausgewählte Person in Deutschland liest täglich Zeitschriften.",10,"pos",11,32.1578947368421,25.2410287148368
2457,"implau","Ein zufällig ausgewähltes deutsches Grundschulkind hat KEINE Erfahrung mit dem Programmieren von Computern.",3,"neg",4,8.05263157894737,13.0714199655069
2457,"implau","Eine zufällig ausgewählte Person in Deutschland hat mehr als fünf Geschwister.",5,"pos",7,7.02631578947368,5.82393403820524
2457,"implau","Eine zufällig ausgewählte Person in Deutschland kann NICHT in mehr als drei Sprachen sprechen.",22,"neg",3,16.1578947368421,14.9603553863509
2457,"implau","Eine zufällig ausgewählte Person in Deutschland liest NICHT täglich die Zeitung.",40,"neg",10,32.8072289156626,16.4037903348402
2456,"implau","In einem zufällig ausgewählten Jahr wird die Höchsttemperatur in Deutschland NICHT 42°C oder mehr erreichen.",0,"neg",30,18.0625,26.4354814107736
2456,"implau","Eine zufällig ausgewählte Person in Deutschland spielt NICHT täglich Basketball.",0,"neg",40,10.46875,18.0964875847007
2456,"implau","Ein zufällig ausgewählter Zug in Deutschland wird durch die Belgien fahren.",1,"pos",35,7.34375,11.2840434728325
2456,"implau","Ein zufällig ausgewähltes deutsches 12-jähriges Kind weiß NICHT, wie man strickt.",0,"neg",34,10.9375,12.4691554930427
2456,"implau","Ein zufällig ausgewählten Niederschlagsereignis wird in Deutschland zu Überschwemmungen führen.",1,"pos",31,12.34375,18.5204496827591
2456,"implau","Eine zufällig ausgewählte Person in Deutschland wird im Lauf ihres Lebens an Malaria erkranken.",0,"pos",39,6,9.08738934795304
2456,"implau","Ein zufällig ausgewähltes Haus in Deutschland hat NICHT mehr als 4 Stockwerke.",15,"neg",36,23.59375,20.5219935128616
2456,"implau","In einem zufällig ausgewählten Haushalt in Deutschland gibt es KEINE Klimaanlage.",5,"neg",38,13.21875,9.24133203288008
2456,"implau","In einem zufällig ausgewählten Jahr wird es in Deutschland im Juni schneien.",3,"pos",29,2.59375,5.71844426734314
2456,"implau","Eine zufällig ausgewählte Person in Deutschland kann in mehr als vier Sprachen sprechen.",5,"pos",33,8.1875,9.76312185661414
2456,"implau","Eine zufällig ausgewählte Person in Deutschland spielt NICHT professionell Golf.",0,"neg",32,4.125,7.82366138194611
2456,"implau","Eine zufällig ausgewählte Person in Deutschland lebt im Saarland.",15,"pos",37,8.53125,5.95133151271155
2456,"implau","Ein zufällig ausgewähltes Haus in Deutschland hat mehr als 4 Stockwerke.",10,"pos",36,19.9375,17.5828683116412
2456,"implau","In einem zufällig ausgewählten Jahr wird die Höchsttemperatur in Deutschland 42°C oder mehr erreichen.",1,"pos",30,20.90625,25.6406423539384
2456,"implau","In einem zufällig ausgewählten Haushalt in Deutschland befindet sich eine Klimaanlage.",5,"pos",38,14.65625,10.1714634814681
2456,"implau","Eine zufällig ausgewählte Person in Deutschland lebt NICHT im Saarland.",15,"neg",37,9.875,6.72381420172768
2456,"implau","Ein zufällig ausgewählten Niederschlagsereignis wird in Deutschland NICHT zu Überschwemmungen führen.",1,"neg",31,9.40625,12.926240815214
2456,"implau","Eine zufällig ausgewählte Person in Deutschland spielt professionell Golf.",0,"pos",32,4.09375,7.47192325286965
2456,"implau","Ein zufällig ausgewähltes deutsches 12-jähriges Kind weiß, wie man strickt.",2,"pos",34,9.46875,11.5618515511281
2456,"implau","Eine zufällig ausgewählte Person in Deutschland wird im Lauf ihres Lebens NICHT an Malaria erkranken.",0,"neg",39,6.46875,10.5615992648963
2456,"implau","Ein zufällig ausgewählter Zug in Deutschland wird NICHT durch die Belgien fahren.",1,"neg",35,6.96875,9.6435984951409
2456,"implau","In einem zufällig ausgewählten Jahr wird es in Deutschland im Juni NICHT schneien.",1,"neg",29,2.125,4.47033231066125
2456,"implau","Eine zufällig ausgewählte Person in Deutschland spielt täglich Basketball.",0,"pos",40,9.0625,18.5922937556605
2456,"implau","Eine zufällig ausgewählte Person in Deutschland kann NICHT in mehr als vier Sprachen sprechen.",1,"neg",33,6.9375,8.36250271228077
2455,"implau","In einem zufällig ausgewählten Jahr wird es in Deutschland Tornados geben.",0,"pos",41,11.9555555555556,17.6364235133837
2455,"implau","Eine zufällig ausgewählte Person in Deutschland liest NICHT täglich die Zeitung.",20,"neg",10,32.8072289156626,16.4037903348402
2455,"implau","Eine zufällig ausgewählte Person in Deutschland arbeitet sonntags.",0,"pos",45,23.5555555555556,21.9333241226839
2455,"implau","Eine zufällig ausgewählte Person in Deutschland isst täglich NICHT mehr als acht Gemüsesorten.",1,"neg",50,9.68888888888889,15.1669830136838
2455,"implau","Ein zufällig ausgewähltes deutsches 12-jähriges Kind lernt in der Schule KEIN Programmieren von Computern.",0,"neg",44,32,29.861802904836
2455,"implau","Eine zufällig ausgewählte Person in Deutschland spielt Banjo.",1,"pos",47,6.35555555555556,11.9851338892577
2455,"implau","Ein zufällig ausgewählter Pendler fährt NICHT mit dem Motorrad zur Arbeit.",1,"neg",46,14.2888888888889,17.1816792255618
2455,"implau","Ein zufällig ausgewähltes Gebäude in Deutschland hat mehr als 20 Stockwerke.",20,"pos",49,10.4444444444444,16.4103010270372
2455,"implau","Ein zufällig ausgewähltes Geschäft in Deutschland wird sonntags NICHT geöffnet sein.",0,"neg",48,11.5555555555556,11.2745803299352
2455,"implau","In einem zufällig ausgewählten Jahr wird es Erdbeben in Deutschland geben.",0,"pos",26,25.7586206896552,34.3467155998064
2455,"implau","Eine zufällig ausgewählte Person in Deutschland spielt professionell Schach.",1,"pos",43,6.62222222222222,16.0316290910541
2455,"implau","In einem zufällig ausgewählten Jahr wird es an Heiligabend in Berlin NICHT schneien.",40,"neg",42,30.2222222222222,18.7578939611723
2455,"implau","Ein zufällig ausgewähltes Gebäude in Deutschland hat NICHT mehr als 20 Stockwerke.",25,"neg",49,13.6,19.9731638136594
2455,"implau","In einem zufällig ausgewählten Jahr wird es an Heiligabend in Berlin schneien.",50,"pos",42,32.2,23.3905575354283
2455,"implau","Eine zufällig ausgewählte Person in Deutschland spielt KEIN Banjo.",1,"neg",47,9.97777777777778,19.8454126699448
2455,"implau","Eine zufällig ausgewählte Person in Deutschland liest täglich die Zeitung.",25,"pos",10,38.1204819277108,22.0002203926663
2455,"implau","In einem zufällig ausgewählten Jahr wird es KEINE Erdbeben in Deutschland geben.",0,"neg",26,30.4137931034483,36.7864837805061
2455,"implau","Eine zufällig ausgewählte Person in Deutschland arbeitet NICHT sonntags.",0,"neg",45,19.9555555555556,20.1877050291368
2455,"implau","Eine zufällig ausgewählte Person in Deutschland spielt NICHT professionell Schach.",1,"neg",43,6.28888888888889,15.4237453036517
2455,"implau","Ein zufällig ausgewählter Pendler fährt mit dem Motorrad zur Arbeit.",5,"pos",46,13.4444444444444,16.747531101025
2455,"implau","Eine zufällig ausgewählte Person in Deutschland isst täglich mehr als acht Gemüsesorten.",1,"pos",50,7.46666666666667,7.73892170078681
2455,"implau","Ein zufällig ausgewähltes Geschäft in Deutschland wird sonntags geöffnet sein.",0,"pos",48,13.3111111111111,11.5990246890579
2455,"implau","In einem zufälligen Jahr wird es in Deutschland KEINE Tornados geben.",0,"neg",41,13.5777777777778,20.7676418857546
2455,"implau","Ein zufällig ausgewähltes deutsches 12-jähriges Kind lernt in der Schule das Programmieren von Computern.",1,"pos",44,30.6666666666667,27.8796113185376
2454,"implau","Ein zufällig ausgewähltes deutsches 12-jähriges Kind lernt in der Schule KEIN Programmieren von Computern.",85,"neg",44,32,29.861802904836
2454,"implau","Eine zufällig ausgewählte Person in Deutschland spielt professionell Schach.",10,"pos",43,6.62222222222222,16.0316290910541
2454,"implau","In einem zufällig ausgewählten Jahr wird es in Deutschland Tornados geben.",2,"pos",41,11.9555555555556,17.6364235133837
2454,"implau","Ein zufällig ausgewählter Pendler fährt NICHT mit dem Motorrad zur Arbeit.",72,"neg",46,14.2888888888889,17.1816792255618
2454,"implau","Ein zufällig ausgewähltes Geschäft in Deutschland wird sonntags NICHT geöffnet sein.",0,"neg",48,11.5555555555556,11.2745803299352
2454,"implau","In einem zufällig ausgewählten Jahr wird es Erdbeben in Deutschland geben.",6,"pos",26,25.7586206896552,34.3467155998064
2454,"implau","Eine zufällig ausgewählte Person in Deutschland isst täglich NICHT mehr als acht Gemüsesorten.",30,"neg",50,9.68888888888889,15.1669830136838
2454,"implau","Eine zufällig ausgewählte Person in Deutschland arbeitet sonntags.",30,"pos",45,23.5555555555556,21.9333241226839
2454,"implau","Eine zufällig ausgewählte Person in Deutschland spielt Banjo.",10,"pos",47,6.35555555555556,11.9851338892577
2454,"implau","Eine zufällig ausgewählte Person in Deutschland liest NICHT täglich die Zeitung.",30,"neg",10,32.8072289156626,16.4037903348402
2454,"implau","In einem zufällig ausgewählten Jahr wird es an Heiligabend in Berlin NICHT schneien.",40,"neg",42,30.2222222222222,18.7578939611723
2454,"implau","Ein zufällig ausgewähltes Gebäude in Deutschland hat mehr als 20 Stockwerke.",25,"pos",49,10.4444444444444,16.4103010270372
2454,"implau","In einem zufällig ausgewählten Jahr wird es an Heiligabend in Berlin schneien.",40,"pos",42,32.2,23.3905575354283
2454,"implau","Eine zufällig ausgewählte Person in Deutschland spielt NICHT professionell Schach.",25,"neg",43,6.28888888888889,15.4237453036517
2454,"implau","Ein zufällig ausgewähltes Gebäude in Deutschland hat NICHT mehr als 20 Stockwerke.",12,"neg",49,13.6,19.9731638136594
2454,"implau","In einem zufällig ausgewählten Jahr wird es KEINE Erdbeben in Deutschland geben.",50,"neg",26,30.4137931034483,36.7864837805061
2454,"implau","Ein zufällig ausgewähltes deutsches 12-jähriges Kind lernt in der Schule das Programmieren von Computern.",80,"pos",44,30.6666666666667,27.8796113185376
2454,"implau","Eine zufällig ausgewählte Person in Deutschland spielt KEIN Banjo.",30,"neg",47,9.97777777777778,19.8454126699448
2454,"implau","In einem zufälligen Jahr wird es in Deutschland KEINE Tornados geben.",12,"neg",41,13.5777777777778,20.7676418857546
2454,"implau","Ein zufällig ausgewählter Pendler fährt mit dem Motorrad zur Arbeit.",50,"pos",46,13.4444444444444,16.747531101025
2454,"implau","Eine zufällig ausgewählte Person in Deutschland isst täglich mehr als acht Gemüsesorten.",5,"pos",50,7.46666666666667,7.73892170078681
2454,"implau","Ein zufällig ausgewähltes Geschäft in Deutschland wird sonntags geöffnet sein.",5,"pos",48,13.3111111111111,11.5990246890579
2454,"implau","Eine zufällig ausgewählte Person in Deutschland liest täglich die Zeitung.",75,"pos",10,38.1204819277108,22.0002203926663
2454,"implau","Eine zufällig ausgewählte Person in Deutschland arbeitet NICHT sonntags.",20,"neg",45,19.9555555555556,20.1877050291368
2453,"implau","An einem zufällig ausgewählten Tag wird die Sonnenscheindauer für ganz Deutschland  unter 2 Stunden liegen.",0,"pos",2,23.9736842105263,23.8355705595142
2453,"implau","Eine zufällig ausgewählte Person in Deutschland wohnt  NICHT in Mecklenburg-Vorpommern.",20,"neg",8,13.5263157894737,15.7063196819508
2453,"implau","Eine zufällig ausgewählte Person in Deutschland hat NICHT mehr als fünf Geschwister.",30,"neg",7,6.94736842105263,5.69469819061722
2453,"implau","Eine zufällig ausgewählte Person in Deutschland liest NICHT täglich Zeitschriften.",30,"neg",11,30.7894736842105,20.388335158279
2453,"implau","Ein zufällig ausgewählter deutscher Haushalt besitzt KEINE Sauna.",20,"neg",5,7.89473684210526,8.58279068105603
2453,"implau","Eine zufällig ausgewählte Person in Deutschland kann in mehr als drei Sprachen sprechen.",60,"pos",3,15.3684210526316,12.9477558373383
2453,"implau","Eine zufällig ausgewählte Person in Deutschland geht mehr als drei Stunden täglich.",40,"pos",9,18.0526315789474,14.8995689551673
2453,"implau","Ein zufällig ausgewähltes deutsches Grundschulkind hat ein bisschen Erfahrung mit dem Programmieren von Computern.",20,"pos",4,8,12.8146875192576
2453,"implau","In einem zufällig ausgewählten Jahr wird es in Deutschland im Mai NICHT schneien.",30,"neg",1,18.6578947368421,18.4921843473011
2453,"implau","Eine zufällig ausgewählte Person in Deutschland spielt NICHT täglich Volleyball.",30,"neg",12,6.44736842105263,7.92088368132179
2453,"implau","Eine zufällig ausgewählte Person in Deutschland liest täglich die Zeitung.",70,"pos",10,38.1204819277108,22.0002203926663
2453,"implau","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer für ganz Deutschland NICHT bei über 7 Stunden liegen.",20,"neg",13,34.7368421052632,24.5331372268328
2453,"implau","Ein zufällig ausgewähltes Haus in Deutschland hat mehr als 5 Stockwerke.",30,"pos",6,16.9473684210526,13.732871136233
2453,"implau","Eine zufällig ausgewählte Person in Deutschland kann NICHT in mehr als drei Sprachen sprechen.",60,"neg",3,16.1578947368421,14.9603553863509
2453,"implau","Eine zufällig ausgewählte Person in Deutschland hat mehr als fünf Geschwister.",30,"pos",7,7.02631578947368,5.82393403820524
2453,"implau","Eine zufällig ausgewählte Person in Deutschland liest NICHT täglich die Zeitung.",50,"neg",10,32.8072289156626,16.4037903348402
2453,"implau","Ein zufällig ausgewähltes Haus in Deutschland hat NICHT mehr als 5 Stockwerke.",30,"neg",6,19.2894736842105,14.9628511062905
2453,"implau","Ein zufällig ausgewähltes deutsches Grundschulkind hat KEINE Erfahrung mit dem Programmieren von Computern.",10,"neg",4,8.05263157894737,13.0714199655069
2453,"implau","Eine zufällig ausgewählte Person in Deutschland liest täglich Zeitschriften.",40,"pos",11,32.1578947368421,25.2410287148368
2453,"implau","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer in ganz Deutschland bei über 7 Stunden liegen.",70,"pos",13,39.5,26.6455716111793
2453,"implau","In einem zufällig ausgewählten Jahr wird es in Deutschland im Mai schneien.",30,"pos",1,12.0789473684211,10.6501657871815
2453,"implau","Eine zufällig ausgewählte Person in Deutschland spielt täglich Volleyball.",30,"pos",12,6.10526315789474,6.97404250401409
2453,"implau","Eine zufällig ausgewählte Person in Deutschland wohnt in Mecklenburg-Vorpommern.",30,"pos",8,9.92105263157895,8.30298409055237
2453,"implau","An einem zufällig ausgewählten Tag wird die Sonnenscheindauer für ganz Deutschland NICHT unter 2 Stunden liegen.",40,"neg",2,34.2105263157895,28.8576730109584
2453,"implau","Ein zufällig ausgewählter deutscher Haushalt besitzt eine Sauna.",20,"pos",5,10.1578947368421,15.693907090728
2453,"implau","Eine zufällig ausgewählte Person in Deutschland geht NICHT mehr als drei Stunden täglich.",50,"neg",9,24.5263157894737,23.6171454463218
2451,"implau","Eine zufällig ausgewählte Person in Deutschland hat letztes Jahr KEIN Geld an eine Wohltätigkeitsorganisation gespendet.",20,"neg",14,30.7142857142857,20.7544126536817
2451,"implau","Eine zufällig ausgewählte Person in Deutschland wird beim durch eine Stadt laufen KEINE Bibel mit sich tragen.",1,"neg",25,2.66666666666667,3.35440494280658
2451,"implau","An einem zufällig ausgewählten Tag wird die Sonnenscheindauer für ganz Deutschland über 12 Stunden liegen.",50,"pos",18,24.9761904761905,21.0799732670239
2451,"implau","In einem zufällig ausgewählten Supermarkt in Deutschland wird man KEINE Berühmtheit treffen.",5,"neg",22,5.78571428571429,13.3572593111993
2451,"implau","Ein zufällig ausgewähltes deutsches 10-jähriges Kind lernt in der Schule das Programmieren von Computern.",20,"pos",19,19.0714285714286,22.66553508824
2451,"implau","Ein zufällig ausgewähltes Gebäude in Deutschland hat NICHT mehr als 25 Stockwerke.",0,"neg",23,12.9047619047619,21.2726889189958
2451,"implau","Eine zufällig ausgewählte Person in Deutschland hat NICHT mehr als vier Geschwister.",5,"neg",24,15.5714285714286,22.365198201499
2451,"implau","Eine zufällig ausgewählte Person in Deutschland ist NICHT in Berlin geboren.",15,"neg",27,9.11904761904762,6.6008217557616
2451,"implau","Ein zufällig ausgewählter Haushalt in Deutschland besitzt ein Hallenbad.",5,"pos",20,8.11904761904762,21.9069009963977
2451,"implau","Eine zufällig ausgewählte Person in Deutschland spielt KEINE Harfe.",1,"neg",21,8.54761904761905,19.9562966173738
2451,"implau","In einem zufällig ausgewählten Jahr wird die Höchsttemperatur in Deutschland 40°C oder mehr erreichen.",10,"pos",17,36.3571428571429,32.8966018176624
2451,"implau","Eine zufällig ausgewählte Person in Deutschland liest im Alltag regelmäßig gedruckte Zeitungen.",20,"pos",28,28.8571428571429,20.8801124057476
2451,"implau","In einem zufällig ausgewählten Jahr wird es in Deutschland tödliche Tornados geben.",0,"pos",16,9.30952380952381,17.7165873706082
2451,"implau","In einem zufällig ausgewählten Jahr wird der Rhein in Deutschland im Winter zugefroren sein.",5,"pos",15,18.4047619047619,24.9878600024673
2451,"implau","In einem zufällig ausgewählten Jahr wird es KEINE Erdbeben in Deutschland geben.",0,"neg",26,30.4137931034483,36.7864837805061
2451,"implau","Eine zufällig ausgewählte Person in Deutschland hat mehr als vier Geschwister.",5,"pos",24,8.04761904761905,6.90688020692404
